country_or_area,year,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category,trade_usd_billions
Argentina,2015,Plastics,Export,551166568.0,12944813.0,Number of items,4820814.0,Electronics,0.5512
Japan,2011,Machinery,Import,5208684958.0,10733572.0,Number of items,34299.0,Electronics,5.2087
Brazil,2013,Chemicals,Import,8789240641.0,68207832.0,Weight in kg,4518598.0,Metals,8.7892
Brazil,2012,Fuel,Import,982773428.0,42956612.0,Weight in kg,1330803.0,Food,0.9828
Mexico,2021,Vehicles,Export,3071404350.0,39212896.0,Volume in liters,2960586.0,Fuel,3.0714
Argentina,2018,Plastics,Import,63381777.0,75549731.0,Volume in liters,4725121.0,Food,0.0634
UK,2023,Plastics,Import,2180498865.0,15322571.0,Number of items,3436469.0,Chemicals,2.1805
USA,2022,Vehicles,Import,292172075.0,40204838.0,Number of items,4872976.0,Metals,0.2922
Brazil,2012,Electronics,Export,9912292750.0,47150830.0,Volume in liters,9798908.0,Food,9.9123
Brazil,2011,Chemicals,Import,2791808793.0,32195718.0,Weight in kg,8236674.0,Pharmaceuticals,2.7918
Australia,2019,Plastics,Import,8944756228.0,20149385.0,Number of items,4917079.0,Plastics,8.9448
France,2011,Food,Import,5305285888.0,64700247.0,Weight in kg,2645831.0,Fuel,5.3053
Argentina,2021,Plastics,Export,4950847772.0,63527270.0,Weight in kg,7566790.0,Machinery,4.9508
Australia,2014,Electronics,Import,3647091767.0,88237669.0,Volume in liters,4790397.0,Plastics,3.6471
France,2018,Vehicles,Import,574149972.0,4626606.0,Volume in liters,6656681.0,Chemicals,0.5741
Nigeria,2011,Electronics,Export,9322555492.0,28067950.0,Number of items,316217.0,Fuel,9.3226
Argentina,2020,Electronics,Import,4862143314.0,22419060.0,Weight in kg,4181460.0,Pharmaceuticals,4.8621
Argentina,2022,Textiles,Export,4808047667.0,52897602.0,Number of items,7352970.0,Pharmaceuticals,4.808
Japan,2019,Vehicles,Export,1681051290.0,53596741.0,Volume in liters,3074751.0,Vehicles,1.6811
UK,2011,Chemicals,Export,5620702984.0,30534236.0,Number of items,1416144.0,Textiles,5.6207
India,2015,Pharmaceuticals,Export,8734520868.0,85777800.0,Volume in liters,6408465.0,Food,8.7345
France,2018,Vehicles,Import,1865565320.0,85471445.0,Number of items,9481158.0,Machinery,1.8656
China,2018,Pharmaceuticals,Export,5198704375.0,72258382.0,Volume in liters,4221582.0,Chemicals,5.1987
Nigeria,2011,Food,Import,7575324450.0,28459078.0,Volume in liters,4820698.0,Metals,7.5753
UK,2019,Plastics,Export,3055307236.0,9413515.0,Number of items,1714223.0,Textiles,3.0553
Japan,2023,Textiles,Export,2546140290.0,57932412.0,Weight in kg,825846.0,Pharmaceuticals,2.5461
India,2013,Textiles,Export,9376302767.0,97742804.0,Volume in liters,5519889.0,Textiles,9.3763
China,2012,Chemicals,Export,9751563494.0,85529308.0,Volume in liters,5763181.0,Vehicles,9.7516
Nigeria,2011,Machinery,Import,972148171.0,70253803.0,Volume in liters,4033717.0,Vehicles,0.9721
Argentina,2019,Fuel,Export,9349443767.0,21924698.0,Number of items,7549440.0,Food,9.3494
UK,2021,Machinery,Import,9215031134.0,36946444.0,Number of items,898958.0,Textiles,9.215
Brazil,2019,Vehicles,Import,5885514809.0,44654198.0,Number of items,9410560.0,Vehicles,5.8855
China,2012,Electronics,Export,1759205048.0,66925868.0,Volume in liters,1690387.0,Textiles,1.7592
Brazil,2014,Chemicals,Export,2348764797.0,47616383.0,Number of items,4452884.0,Machinery,2.3488
India,2014,Metals,Import,4901839812.0,47336690.0,Volume in liters,8846075.0,Metals,4.9018
Mexico,2012,Metals,Import,9372580084.0,77154987.0,Volume in liters,6605061.0,Electronics,9.3726
UK,2016,Fuel,Export,2545916970.0,6148914.0,Number of items,7272231.0,Food,2.5459
Germany,2017,Plastics,Import,6772546714.0,70046985.0,Volume in liters,1302116.0,Vehicles,6.7725
Japan,2015,Food,Import,1477854893.0,26504930.0,Number of items,3876287.0,Metals,1.4779
Argentina,2010,Pharmaceuticals,Import,6798499523.0,85471471.0,Number of items,6265494.0,Vehicles,6.7985
China,2016,Machinery,Import,9841850901.0,64836798.0,Number of items,4693694.0,Metals,9.8419
Japan,2018,Chemicals,Export,1515041128.0,68420359.0,Volume in liters,5423383.0,Food,1.515
Japan,2019,Electronics,Import,1646814155.0,41127546.0,Weight in kg,7845080.0,Metals,1.6468
Australia,2013,Fuel,Export,4814467759.0,50107234.0,Number of items,1577737.0,Textiles,4.8145
UK,2020,Vehicles,Import,7700424391.0,49615593.0,Volume in liters,667894.0,Electronics,7.7004
Mexico,2010,Textiles,Import,3849258873.0,49510810.0,Number of items,6590712.0,Plastics,3.8493
Brazil,2023,Chemicals,Import,4797198194.0,45941897.0,Number of items,8920706.0,Pharmaceuticals,4.7972
Japan,2011,Pharmaceuticals,Export,7961967968.0,62242884.0,Number of items,5152838.0,Textiles,7.962
Nigeria,2011,Pharmaceuticals,Import,7037651120.0,73992567.0,Weight in kg,3968855.0,Chemicals,7.0377
Mexico,2019,Textiles,Export,701645396.0,32762239.0,Weight in kg,7523963.0,Machinery,0.7016
France,2013,Vehicles,Import,357783229.0,21217826.0,Number of items,9969398.0,Vehicles,0.3578
Nigeria,2018,Pharmaceuticals,Export,4300154789.0,99418724.0,Volume in liters,1239476.0,Food,4.3002
Australia,2012,Chemicals,Export,6140545005.0,99024468.0,Volume in liters,5739850.0,Plastics,6.1405
Nigeria,2021,Plastics,Import,9866040231.0,85884971.0,Weight in kg,5292667.0,Chemicals,9.866
Mexico,2018,Textiles,Import,986668036.0,76887661.0,Volume in liters,7226926.0,Fuel,0.9867
Japan,2011,Electronics,Export,9710390461.0,90466236.0,Number of items,9809282.0,Chemicals,9.7104
Brazil,2017,Chemicals,Export,4726359592.0,32961234.0,Volume in liters,4055406.0,Textiles,4.7264
USA,2012,Chemicals,Import,6188813030.0,34825787.0,Number of items,4516003.0,Plastics,6.1888
Brazil,2011,Plastics,Export,5355726518.0,36123639.0,Volume in liters,7493639.0,Textiles,5.3557
France,2021,Vehicles,Export,5760196034.0,83179895.0,Weight in kg,3002859.0,Chemicals,5.7602
Argentina,2011,Textiles,Export,1711334715.0,78686852.0,Weight in kg,8825248.0,Machinery,1.7113
France,2022,Pharmaceuticals,Import,3868177934.0,18841605.0,Number of items,6280451.0,Electronics,3.8682
Nigeria,2011,Textiles,Import,2176736701.0,22881135.0,Number of items,7518487.0,Electronics,2.1767
Brazil,2016,Plastics,Export,3080536498.0,21484559.0,Number of items,7103675.0,Machinery,3.0805
France,2014,Textiles,Import,6357889752.0,53392019.0,Number of items,6703459.0,Metals,6.3579
Australia,2011,Pharmaceuticals,Export,7540554322.0,37107156.0,Number of items,4505475.0,Plastics,7.5406
USA,2022,Food,Import,3615707751.0,97005354.0,Weight in kg,1567165.0,Food,3.6157
India,2010,Textiles,Export,4664851176.0,74535229.0,Number of items,6839165.0,Chemicals,4.6649
France,2023,Plastics,Import,5158924992.0,13420383.0,Number of items,9714090.0,Pharmaceuticals,5.1589
UK,2020,Machinery,Export,5320030202.0,25108602.0,Weight in kg,8060519.0,Plastics,5.32
Argentina,2016,Machinery,Import,5233643599.0,77399702.0,Number of items,6305036.0,Pharmaceuticals,5.2336
Nigeria,2013,Fuel,Export,5012965617.0,72771075.0,Weight in kg,9070903.0,Textiles,5.013
USA,2011,Plastics,Export,1610750047.0,6361224.0,Volume in liters,7059332.0,Fuel,1.6108
Japan,2019,Food,Export,3452113955.0,52247365.0,Number of items,1510490.0,Chemicals,3.4521
USA,2020,Vehicles,Import,8898790022.0,33686830.0,Weight in kg,8689646.0,Fuel,8.8988
Mexico,2021,Textiles,Import,3862746804.0,61789164.0,Weight in kg,7283374.0,Textiles,3.8627
Argentina,2014,Electronics,Import,2984295822.0,13032546.0,Weight in kg,9333364.0,Plastics,2.9843
France,2014,Vehicles,Import,2104345156.0,38759504.0,Volume in liters,2258054.0,Electronics,2.1043
Germany,2013,Machinery,Import,8381389500.0,57951689.0,Number of items,3064198.0,Metals,8.3814
Germany,2015,Fuel,Import,5998535024.0,41839040.0,Number of items,8705812.0,Vehicles,5.9985
China,2021,Electronics,Export,1788047819.0,66035969.0,Volume in liters,3637629.0,Food,1.788
Australia,2017,Electronics,Import,812631398.0,82572644.0,Weight in kg,9085205.0,Textiles,0.8126
Australia,2011,Food,Import,563238659.0,15348115.0,Volume in liters,175123.0,Food,0.5632
Mexico,2023,Pharmaceuticals,Export,8438552582.0,14797520.0,Number of items,255614.0,Metals,8.4386
Mexico,2020,Textiles,Import,9245077699.0,94038610.0,Weight in kg,9006518.0,Food,9.2451
Argentina,2013,Electronics,Import,630577034.0,8422301.0,Number of items,9891176.0,Textiles,0.6306
USA,2017,Textiles,Export,4761151279.0,61923561.0,Number of items,5982592.0,Chemicals,4.7612
UK,2017,Pharmaceuticals,Import,7799200488.0,16574906.0,Weight in kg,3061970.0,Metals,7.7992
USA,2022,Electronics,Import,3934601445.0,33291296.0,Weight in kg,4205113.0,Textiles,3.9346
Brazil,2010,Machinery,Export,287210571.0,5963896.0,Number of items,7549909.0,Machinery,0.2872
India,2023,Vehicles,Export,5948009251.0,97489460.0,Number of items,948266.0,Chemicals,5.948
Nigeria,2023,Textiles,Export,1657815384.0,99564290.0,Weight in kg,6667992.0,Metals,1.6578
France,2015,Metals,Export,295536184.0,68065891.0,Number of items,9693777.0,Food,0.2955
Nigeria,2019,Machinery,Import,2509505616.0,67849872.0,Volume in liters,845688.0,Vehicles,2.5095
France,2012,Machinery,Import,2961090262.0,1227976.0,Number of items,4111019.0,Fuel,2.9611
India,2023,Plastics,Import,3683466177.0,59562032.0,Weight in kg,4132523.0,Metals,3.6835
Germany,2013,Food,Export,3906014815.0,39695174.0,Number of items,9261817.0,Vehicles,3.906
Nigeria,2019,Vehicles,Export,2298558199.0,26762916.0,Weight in kg,7482067.0,Vehicles,2.2986
China,2019,Metals,Export,4552478180.0,65907886.0,Volume in liters,6011256.0,Pharmaceuticals,4.5525
China,2019,Food,Import,6267929458.0,64548542.0,Number of items,6792227.0,Chemicals,6.2679
Germany,2015,Vehicles,Import,5158822719.0,85965812.0,Number of items,2458876.0,Plastics,5.1588
Japan,2022,Chemicals,Export,2873607977.0,31323175.0,Weight in kg,8879566.0,Plastics,2.8736
Nigeria,2023,Fuel,Export,5983268753.0,36605032.0,Volume in liters,346678.0,Pharmaceuticals,5.9833
China,2022,Plastics,Import,9165271102.0,58997103.0,Weight in kg,4756310.0,Food,9.1653
USA,2011,Vehicles,Export,4654069108.0,73847621.0,Volume in liters,2295001.0,Electronics,4.6541
India,2013,Textiles,Import,1728457774.0,80912045.0,Number of items,2193018.0,Pharmaceuticals,1.7285
Brazil,2014,Chemicals,Import,4971409111.0,92798716.0,Number of items,2639014.0,Fuel,4.9714
China,2016,Machinery,Import,9483666090.0,26959534.0,Volume in liters,4328537.0,Plastics,9.4837
Australia,2020,Plastics,Import,1635145669.0,90338637.0,Weight in kg,5873336.0,Textiles,1.6351
UK,2021,Food,Export,9028608307.0,22980891.0,Weight in kg,975421.0,Machinery,9.0286
Germany,2017,Pharmaceuticals,Import,1545911467.0,5040269.0,Number of items,8802669.0,Fuel,1.5459
Japan,2020,Fuel,Import,3416477974.0,79293538.0,Weight in kg,5224642.0,Electronics,3.4165
Nigeria,2012,Textiles,Import,6050566290.0,88283774.0,Volume in liters,6241958.0,Food,6.0506
Argentina,2023,Fuel,Export,1213582041.0,75315279.0,Weight in kg,980051.0,Plastics,1.2136
Mexico,2021,Plastics,Import,6921961633.0,65402844.0,Number of items,2491956.0,Electronics,6.922
China,2018,Pharmaceuticals,Import,773880534.0,25056033.0,Number of items,55661.0,Plastics,0.7739
USA,2022,Metals,Export,5209088432.0,8501217.0,Weight in kg,9299011.0,Metals,5.2091
Australia,2012,Metals,Export,9590754128.0,81227495.0,Volume in liters,2838336.0,Textiles,9.5908
France,2010,Machinery,Import,1238310515.0,14594561.0,Volume in liters,1875561.0,Electronics,1.2383
Mexico,2013,Metals,Import,8600605294.0,70037508.0,Number of items,3080400.0,Plastics,8.6006
UK,2014,Electronics,Import,6227231259.0,31011278.0,Weight in kg,4567430.0,Plastics,6.2272
Nigeria,2023,Chemicals,Export,6953419258.0,10152871.0,Number of items,612989.0,Chemicals,6.9534
India,2018,Plastics,Import,1663908311.0,60625881.0,Weight in kg,9802520.0,Chemicals,1.6639
USA,2015,Fuel,Import,489343648.0,78241982.0,Weight in kg,9665010.0,Electronics,0.4893
India,2013,Food,Import,8938745522.0,69046943.0,Volume in liters,5800151.0,Plastics,8.9387
China,2010,Machinery,Export,8368245587.0,64701404.0,Number of items,1390788.0,Pharmaceuticals,8.3682
Germany,2023,Vehicles,Export,3466841659.0,62529405.0,Volume in liters,4299413.0,Textiles,3.4668
Brazil,2020,Food,Export,387301808.0,49517144.0,Number of items,7868543.0,Food,0.3873
Australia,2022,Textiles,Import,7732124597.0,68606567.0,Volume in liters,3974820.0,Metals,7.7321
UK,2014,Food,Import,3605265029.0,46774445.0,Number of items,5399726.0,Pharmaceuticals,3.6053
Brazil,2022,Food,Import,4348743638.0,84572605.0,Weight in kg,7501404.0,Plastics,4.3487
Brazil,2021,Pharmaceuticals,Import,5983009136.0,6377511.0,Number of items,9722308.0,Machinery,5.983
Argentina,2011,Fuel,Import,1254938011.0,59007628.0,Number of items,7724619.0,Textiles,1.2549
Argentina,2013,Plastics,Import,6015386160.0,38695826.0,Number of items,5809983.0,Chemicals,6.0154
Germany,2018,Plastics,Import,7205621728.0,52956852.0,Weight in kg,8113319.0,Metals,7.2056
Australia,2020,Chemicals,Import,9159874024.0,34956739.0,Weight in kg,1137628.0,Plastics,9.1599
Mexico,2018,Plastics,Import,6021130787.0,5153195.0,Volume in liters,2242599.0,Pharmaceuticals,6.0211
India,2011,Machinery,Export,2470453302.0,39821500.0,Number of items,6494567.0,Fuel,2.4705
India,2015,Textiles,Import,4821757778.0,45439886.0,Weight in kg,8418584.0,Machinery,4.8218
Argentina,2012,Pharmaceuticals,Import,8592191510.0,1823154.0,Number of items,2145376.0,Vehicles,8.5922
Brazil,2023,Pharmaceuticals,Export,9139384614.0,86644749.0,Weight in kg,7308817.0,Metals,9.1394
Mexico,2017,Plastics,Import,1929546914.0,64088501.0,Number of items,4665768.0,Pharmaceuticals,1.9295
Japan,2012,Electronics,Import,9157352458.0,89779153.0,Volume in liters,9924853.0,Textiles,9.1574
Mexico,2022,Textiles,Import,877475573.0,6190369.0,Volume in liters,7754952.0,Food,0.8775
Mexico,2023,Pharmaceuticals,Import,7402298485.0,69157829.0,Weight in kg,2362534.0,Textiles,7.4023
Brazil,2011,Pharmaceuticals,Import,1593668687.0,29554590.0,Volume in liters,1329857.0,Textiles,1.5937
India,2012,Machinery,Export,3944825152.0,1611510.0,Weight in kg,2333991.0,Metals,3.9448
Nigeria,2012,Electronics,Import,5760161474.0,15570693.0,Weight in kg,7255522.0,Vehicles,5.7602
USA,2019,Machinery,Import,3001534187.0,9546781.0,Volume in liters,1025886.0,Plastics,3.0015
Australia,2023,Chemicals,Export,1426659575.0,90061916.0,Volume in liters,9242227.0,Metals,1.4267
Japan,2023,Food,Import,8935550.0,64349543.0,Number of items,8038755.0,Metals,0.0089
USA,2013,Machinery,Export,9066077582.0,26108039.0,Volume in liters,8107562.0,Plastics,9.0661
India,2014,Vehicles,Export,7151512131.0,3576683.0,Volume in liters,8915494.0,Pharmaceuticals,7.1515
Mexico,2021,Metals,Import,3755275299.0,76340022.0,Volume in liters,8154482.0,Textiles,3.7553
China,2020,Machinery,Import,2329347642.0,27125754.0,Weight in kg,5911496.0,Fuel,2.3293
Argentina,2014,Chemicals,Import,8713646887.0,28898172.0,Weight in kg,3424239.0,Machinery,8.7136
Japan,2022,Plastics,Export,7373400347.0,2606390.0,Weight in kg,7182816.0,Chemicals,7.3734
Australia,2016,Plastics,Import,304942002.0,54698745.0,Volume in liters,4241809.0,Electronics,0.3049
Nigeria,2017,Electronics,Export,2816694173.0,47908727.0,Number of items,8662612.0,Electronics,2.8167
UK,2022,Food,Export,8219709651.0,2333023.0,Volume in liters,6770615.0,Machinery,8.2197
Brazil,2019,Chemicals,Export,5040464951.0,51015821.0,Volume in liters,340710.0,Vehicles,5.0405
Argentina,2019,Chemicals,Export,8232235260.0,81167205.0,Volume in liters,379124.0,Vehicles,8.2322
Mexico,2018,Metals,Export,4095413616.0,42637609.0,Number of items,8655513.0,Chemicals,4.0954
France,2013,Fuel,Import,3645649443.0,87013699.0,Volume in liters,9494816.0,Fuel,3.6456
USA,2013,Plastics,Import,76491072.0,11249377.0,Weight in kg,4561715.0,Pharmaceuticals,0.0765
Australia,2013,Electronics,Export,1703805687.0,75615670.0,Weight in kg,885838.0,Vehicles,1.7038
USA,2019,Pharmaceuticals,Import,1555511844.0,8126707.0,Number of items,6317842.0,Food,1.5555
Argentina,2019,Fuel,Export,8749444480.0,38625621.0,Weight in kg,1353132.0,Fuel,8.7494
Brazil,2013,Plastics,Export,9246101241.0,71233187.0,Volume in liters,5589237.0,Machinery,9.2461
India,2010,Fuel,Export,4382182746.0,9299437.0,Weight in kg,156059.0,Plastics,4.3822
UK,2023,Machinery,Import,6494986889.0,5598990.0,Volume in liters,4487041.0,Plastics,6.495
Nigeria,2018,Fuel,Import,5557246773.0,95921304.0,Volume in liters,2247282.0,Electronics,5.5572
USA,2020,Food,Export,1284828525.0,66482550.0,Number of items,63403.0,Fuel,1.2848
Brazil,2013,Vehicles,Import,6478981372.0,20642309.0,Weight in kg,1860140.0,Food,6.479
Germany,2016,Food,Export,7547037079.0,2450889.0,Number of items,2930703.0,Metals,7.547
Japan,2019,Textiles,Import,2542286846.0,51634718.0,Volume in liters,987115.0,Fuel,2.5423
USA,2019,Metals,Export,6842368356.0,3127732.0,Weight in kg,5551590.0,Machinery,6.8424
Mexico,2021,Textiles,Export,6394706407.0,48240822.0,Number of items,2042168.0,Metals,6.3947
Brazil,2016,Fuel,Import,8800529055.0,1962394.0,Weight in kg,6919126.0,Chemicals,8.8005
Japan,2011,Electronics,Import,7755794054.0,57030143.0,Volume in liters,5716035.0,Machinery,7.7558
Argentina,2011,Textiles,Import,878224343.0,1683401.0,Weight in kg,815378.0,Plastics,0.8782
Australia,2020,Plastics,Export,7437820867.0,13676695.0,Volume in liters,8352666.0,Textiles,7.4378
Australia,2021,Plastics,Import,6009627338.0,78863016.0,Number of items,8038283.0,Plastics,6.0096
Brazil,2013,Plastics,Import,6786182047.0,2849744.0,Volume in liters,9984119.0,Machinery,6.7862
UK,2010,Electronics,Import,1411173095.0,73514.0,Number of items,7135565.0,Pharmaceuticals,1.4112
France,2012,Pharmaceuticals,Import,2284714271.0,49898910.0,Weight in kg,3945877.0,Fuel,2.2847
India,2015,Food,Import,9937084988.0,61289591.0,Number of items,8495563.0,Electronics,9.9371
Mexico,2014,Metals,Export,3010507863.0,61852599.0,Weight in kg,1178446.0,Vehicles,3.0105
Brazil,2021,Textiles,Export,9305352680.0,52811829.0,Number of items,7338229.0,Chemicals,9.3054
Argentina,2019,Machinery,Import,7514384427.0,47144153.0,Volume in liters,9507724.0,Pharmaceuticals,7.5144
Mexico,2014,Chemicals,Export,8541005861.0,9120964.0,Number of items,131121.0,Pharmaceuticals,8.541
USA,2017,Chemicals,Export,2767483479.0,29913993.0,Weight in kg,483397.0,Pharmaceuticals,2.7675
Germany,2018,Fuel,Import,9762326519.0,7104216.0,Number of items,9346858.0,Plastics,9.7623
UK,2018,Food,Export,9965059891.0,49338745.0,Volume in liters,1550634.0,Food,9.9651
India,2022,Plastics,Import,9405149409.0,52211450.0,Number of items,3176576.0,Metals,9.4051
India,2017,Textiles,Export,9385252393.0,41357794.0,Weight in kg,198077.0,Food,9.3853
Mexico,2011,Machinery,Import,4289590203.0,24515594.0,Weight in kg,3602194.0,Metals,4.2896
Japan,2014,Food,Export,9210631254.0,43551028.0,Volume in liters,5599928.0,Textiles,9.2106
Japan,2013,Plastics,Import,4174314024.0,95718072.0,Number of items,1173421.0,Vehicles,4.1743
China,2012,Vehicles,Export,4420315637.0,60734967.0,Weight in kg,224906.0,Machinery,4.4203
UK,2013,Pharmaceuticals,Import,1648529677.0,40944395.0,Number of items,6502573.0,Food,1.6485
USA,2011,Vehicles,Import,4022284774.0,83499549.0,Volume in liters,1210033.0,Fuel,4.0223
Japan,2016,Pharmaceuticals,Export,6198446118.0,66689011.0,Weight in kg,5556304.0,Machinery,6.1984
Germany,2019,Fuel,Import,6480573229.0,39475113.0,Number of items,6706800.0,Machinery,6.4806
Brazil,2022,Metals,Export,3991267175.0,5711022.0,Weight in kg,2728675.0,Pharmaceuticals,3.9913
Nigeria,2016,Machinery,Export,1431417677.0,6651187.0,Volume in liters,9941251.0,Electronics,1.4314
Nigeria,2016,Food,Export,5783406500.0,34603848.0,Number of items,4633180.0,Plastics,5.7834
India,2017,Textiles,Import,9235479723.0,53448884.0,Number of items,523834.0,Plastics,9.2355
Australia,2021,Machinery,Export,7847179198.0,35844274.0,Weight in kg,8788305.0,Pharmaceuticals,7.8472
France,2021,Machinery,Import,4617092592.0,71709100.0,Volume in liters,9782967.0,Food,4.6171
France,2023,Chemicals,Export,2171040583.0,78347183.0,Number of items,8214319.0,Chemicals,2.171
USA,2011,Pharmaceuticals,Import,166973225.0,29542889.0,Number of items,5991301.0,Plastics,0.167
Australia,2018,Vehicles,Import,4762423810.0,92176157.0,Number of items,774850.0,Food,4.7624
Australia,2011,Pharmaceuticals,Import,1245500831.0,8623728.0,Number of items,8039605.0,Metals,1.2455
Mexico,2023,Fuel,Export,5387164020.0,16176469.0,Number of items,3758111.0,Textiles,5.3872
France,2020,Chemicals,Export,285080908.0,6920011.0,Number of items,8687836.0,Textiles,0.2851
Brazil,2019,Electronics,Import,8917521242.0,91292281.0,Number of items,1252316.0,Metals,8.9175
Nigeria,2015,Fuel,Export,8456552916.0,57151318.0,Weight in kg,5324717.0,Plastics,8.4566
Australia,2017,Metals,Export,2063011921.0,79158612.0,Number of items,9566262.0,Textiles,2.063
India,2015,Metals,Export,1511204290.0,57100290.0,Volume in liters,8810930.0,Metals,1.5112
Nigeria,2014,Fuel,Export,3898011017.0,52997990.0,Weight in kg,8595907.0,Metals,3.898
Germany,2021,Textiles,Export,3593832285.0,52486271.0,Volume in liters,528878.0,Textiles,3.5938
Nigeria,2017,Metals,Export,5898809534.0,79960989.0,Number of items,1278043.0,Vehicles,5.8988
Australia,2023,Plastics,Export,8964732116.0,42255505.0,Number of items,379526.0,Metals,8.9647
Australia,2016,Textiles,Import,3103752282.0,96213249.0,Weight in kg,6455466.0,Textiles,3.1038
UK,2013,Chemicals,Import,4135826322.0,16955703.0,Weight in kg,4837511.0,Chemicals,4.1358
Australia,2023,Metals,Export,9753213151.0,63644417.0,Weight in kg,5810520.0,Chemicals,9.7532
China,2012,Fuel,Export,5333738330.0,66326300.0,Volume in liters,2860634.0,Chemicals,5.3337
Australia,2017,Pharmaceuticals,Import,4996444709.0,71962016.0,Number of items,3868621.0,Textiles,4.9964
Germany,2013,Plastics,Export,5943912848.0,87426163.0,Volume in liters,2306720.0,Fuel,5.9439
Nigeria,2016,Vehicles,Import,3982917414.0,93791901.0,Volume in liters,5421609.0,Chemicals,3.9829
Nigeria,2022,Fuel,Import,6903351954.0,7847283.0,Weight in kg,6127297.0,Pharmaceuticals,6.9034
Mexico,2017,Textiles,Import,1767879356.0,90716298.0,Volume in liters,611483.0,Pharmaceuticals,1.7679
France,2016,Metals,Export,4595150114.0,75082485.0,Weight in kg,2900710.0,Food,4.5952
Japan,2019,Electronics,Import,7286135137.0,99947800.0,Number of items,1381690.0,Food,7.2861
USA,2012,Vehicles,Import,3861597567.0,51773571.0,Volume in liters,6664858.0,Vehicles,3.8616
India,2010,Machinery,Import,9772317143.0,67349117.0,Number of items,1327137.0,Plastics,9.7723
USA,2018,Machinery,Import,1604385443.0,4893261.0,Weight in kg,5265971.0,Machinery,1.6044
UK,2010,Chemicals,Export,8103858578.0,36115725.0,Number of items,5572868.0,Textiles,8.1039
Argentina,2022,Pharmaceuticals,Export,3240648142.0,85194746.0,Number of items,3295758.0,Food,3.2406
Argentina,2020,Chemicals,Import,6333606391.0,37024800.0,Number of items,7464805.0,Machinery,6.3336
Japan,2019,Machinery,Export,7696142415.0,32104662.0,Weight in kg,3623540.0,Fuel,7.6961
Mexico,2019,Pharmaceuticals,Export,2835270895.0,31746442.0,Volume in liters,4263110.0,Chemicals,2.8353
China,2017,Machinery,Import,106519574.0,92902422.0,Weight in kg,6699760.0,Plastics,0.1065
Australia,2019,Vehicles,Export,7633606540.0,89758160.0,Volume in liters,2745175.0,Chemicals,7.6336
Mexico,2013,Textiles,Import,5258450695.0,60639155.0,Volume in liters,8638071.0,Vehicles,5.2585
Germany,2012,Vehicles,Import,5960676877.0,87017141.0,Volume in liters,8626337.0,Plastics,5.9607
Argentina,2017,Electronics,Import,1311114481.0,50996253.0,Volume in liters,8888332.0,Chemicals,1.3111
Argentina,2010,Fuel,Export,8465693707.0,71061176.0,Weight in kg,9984286.0,Metals,8.4657
Japan,2020,Plastics,Import,6086569986.0,20592214.0,Number of items,6758406.0,Pharmaceuticals,6.0866
Japan,2014,Metals,Import,7538886409.0,77476514.0,Weight in kg,7816662.0,Machinery,7.5389
Germany,2019,Chemicals,Export,7680830931.0,75356896.0,Number of items,5788837.0,Fuel,7.6808
Australia,2023,Textiles,Export,1222922233.0,63110746.0,Number of items,1949508.0,Vehicles,1.2229
Mexico,2021,Electronics,Import,870158877.0,68221715.0,Volume in liters,8779032.0,Vehicles,0.8702
Australia,2013,Vehicles,Export,7689607500.0,86982652.0,Weight in kg,7816745.0,Chemicals,7.6896
Argentina,2015,Textiles,Export,2824886109.0,85437713.0,Weight in kg,9539420.0,Machinery,2.8249
France,2023,Metals,Import,199609604.0,53016436.0,Volume in liters,7494446.0,Fuel,0.1996
France,2010,Fuel,Export,3455033984.0,73771449.0,Number of items,5260328.0,Fuel,3.455
India,2018,Textiles,Import,7721892391.0,17764406.0,Volume in liters,1895161.0,Plastics,7.7219
Mexico,2012,Electronics,Export,6938631811.0,50644899.0,Volume in liters,5493793.0,Vehicles,6.9386
USA,2013,Pharmaceuticals,Import,6649546038.0,6475148.0,Number of items,2125880.0,Pharmaceuticals,6.6495
UK,2012,Metals,Export,6143362533.0,70269461.0,Volume in liters,4992977.0,Chemicals,6.1434
France,2023,Food,Export,2035859977.0,61352894.0,Number of items,8306855.0,Food,2.0359
Australia,2017,Plastics,Import,459476626.0,36251251.0,Weight in kg,3141597.0,Metals,0.4595
Argentina,2017,Pharmaceuticals,Import,1696668466.0,52817453.0,Volume in liters,9958665.0,Food,1.6967
Australia,2016,Fuel,Import,7892910830.0,58328446.0,Weight in kg,3912517.0,Plastics,7.8929
Nigeria,2018,Food,Export,3870256444.0,67754782.0,Weight in kg,7270721.0,Textiles,3.8703
Mexico,2012,Vehicles,Import,673044301.0,28987312.0,Weight in kg,8041160.0,Pharmaceuticals,0.673
Australia,2014,Metals,Import,7799092325.0,56987549.0,Weight in kg,8327007.0,Pharmaceuticals,7.7991
China,2014,Fuel,Import,6706001676.0,49806613.0,Volume in liters,5197419.0,Fuel,6.706
Germany,2016,Machinery,Export,1827242113.0,93105154.0,Number of items,2227952.0,Food,1.8272
Japan,2017,Fuel,Export,5330070882.0,53210005.0,Volume in liters,907316.0,Machinery,5.3301
France,2012,Electronics,Export,1151962445.0,84686338.0,Weight in kg,1703563.0,Metals,1.152
Brazil,2022,Textiles,Export,4592023075.0,52656896.0,Volume in liters,8778233.0,Machinery,4.592
India,2014,Plastics,Export,1444040938.0,95841391.0,Volume in liters,7408493.0,Pharmaceuticals,1.444
